"","Gene_Locus_ID","Gene_Symbol","Gene_Function","Uniprot_ID","GO_Terms","eggNOG","COG_ID","COG_Category","KEGG_Pathway"
"2938","BT_2634",NA,NA,"Q8A4G5","DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]","COG4974",NA,NA,NA
"2939","BT_2635",NA,NA,"Q8A4G4","DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]","COG0582",NA,NA,NA
"2940","BT_2636",NA,NA,"Q8A4G3","DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]","COG0582",NA,NA,NA
"2941","BT_2637",NA,NA,"Q8A4G2",NA,NA,NA,NA,NA
"2942","BT_2638",NA,NA,"Q8A4G1",NA,NA,NA,NA,NA
"2943","BT_2639",NA,NA,"Q8A4G0","DNA binding [GO:0003677]; DNA recombination [GO:0006310]","COG4974",NA,NA,NA
"2944","BT_2640",NA,NA,"Q8A4F9",NA,NA,NA,NA,NA
"2945","BT_2641",NA,NA,"Q8A4F8",NA,NA,NA,NA,NA
"2946","BT_2642",NA,NA,"Q8A4F7",NA,"ENOG502Z86V",NA,NA,NA
"2947","BT_2643",NA,NA,"Q8A4F6",NA,"ENOG5033W11",NA,NA,NA
"2948","BT_2644",NA,NA,"Q8A4F5","DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; DNA topological change [GO:0006265]","COG0550","COG0550","","NA"
"2949","BT_2645",NA,NA,"Q8A4F4",NA,"ENOG502Z8BB",NA,NA,NA
"2950","BT_2646",NA,NA,"Q8A4F3",NA,"ENOG5033B33",NA,NA,NA
"2951","BT_2647",NA,NA,"Q8A4F2",NA,"ENOG5033QMB",NA,NA,NA
"2952","BT_2648",NA,NA,"Q8A4F1",NA,"ENOG502ZANB",NA,NA,NA
"2953","BT_2649",NA,NA,"Q8A4F0","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleotidyltransferase activity [GO:0016779]; ubiquitin-like modifier activating enzyme activity [GO:0008641]","COG0476","COG0476","Molybdopterin biosynthesis","NA"
"2954","BT_2650",NA,NA,"Q8A4E9",NA,"COG1432",NA,NA,NA
"2955","BT_2651",NA,NA,"Q8A4E8",NA,"ENOG5033VZP",NA,NA,NA
"2956","BT_2652",NA,NA,"Q8A4E7",NA,"ENOG5033D7E",NA,NA,NA
"2957","BT_2653",NA,NA,"Q8A4E6",NA,"ENOG5033VZH",NA,NA,NA
"2958","BT_2654",NA,NA,"Q8A4E5","DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]","COG0582",NA,NA,NA
"2959","BT_2655",NA,NA,"Q8A4E4",NA,"ENOG502Z9E2",NA,NA,NA
"2960","BT_2656",NA,NA,"Q8A4E3",NA,"ENOG5030VVQ",NA,NA,NA
"2961","BT_2657",NA,NA,"Q8A4E2","cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; metal ion binding [GO:0046872]","ENOG502ZAEH",NA,NA,NA
"2962","BT_2658",NA,NA,"Q8A4E1","cell outer membrane [GO:0009279]; pilus [GO:0009289]","ENOG5033R7Z",NA,NA,NA
"2963","BT_2659",NA,NA,"Q8A4E0",NA,"COG5010",NA,NA,NA
"2964","BT_2660",NA,NA,"Q8A4D9",NA,"COG2885",NA,NA,NA
"2965","BT_2661",NA,NA,"Q8A4D8",NA,NA,NA,NA,NA
"2966","BT_2662",NA,NA,"Q8A4D7","raffinose alpha-galactosidase activity [GO:0052692]; carbohydrate metabolic process [GO:0005975]","COG3345",NA,NA,NA
"2967","BT_2663",NA,NA,"Q8A4D6","cell division [GO:0051301]","COG0457",NA,NA,NA
"2968","BT_2664",NA,NA,"Q8A4D5",NA,"COG0226",NA,NA,NA
"2969","BT_2665",NA,NA,"Q8A4D4","integral component of membrane [GO:0016021]; plasma membrane protein complex [GO:0098797]; energy transducer activity [GO:0031992]; transmembrane transport [GO:0055085]","COG0810","COG0810","","NA"
"2970","BT_2666",NA,NA,"Q8A4D3","integral component of plasma membrane [GO:0005887]; transmembrane transporter activity [GO:0022857]; protein transport [GO:0015031]","COG0848",NA,NA,NA
"2971","BT_2667",NA,NA,"Q8A4D2","integral component of plasma membrane [GO:0005887]; transmembrane transporter activity [GO:0022857]; protein transport [GO:0015031]","COG0848",NA,NA,NA
"2972","BT_2668",NA,NA,"Q8A4D1","integral component of plasma membrane [GO:0005887]; protein import [GO:0017038]","COG0811","COG0811","","NA"
"2973","BT_2669",NA,NA,"Q8A4D0",NA,"ENOG502ZZXG",NA,NA,NA
"2974","BT_2671",NA,NA,"Q8A4C9",NA,"ENOG5030RNV",NA,NA,NA
"2975","BT_2672",NA,NA,"Q877V5","integral component of membrane [GO:0016021]","ENOG502ZY54",NA,NA,NA
"2976","BT_2673",NA,NA,"Q877V2",NA,"ENOG5033IJ5",NA,NA,NA
"2977","BT_2674",NA,NA,"Q877J3","nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]","COG2801","COG2801","","NA"
"2978","BT_2675",NA,NA,"Q8A4C8",NA,"ENOG5033R9N",NA,NA,NA
"2979","BT_2676",NA,NA,"Q8A4C7",NA,"ENOG50339EU",NA,NA,NA
"2980","BT_2676a",NA,NA,"E7MCA6",NA,"ENOG503410A",NA,NA,NA
"2981","BT_2677",NA,NA,"Q8A4C6","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"2982","BT_2678",NA,NA,"Q8A4C5",NA,NA,NA,NA,NA
"2983","BT_2679",NA,NA,"Q8A4C4","D-threo-aldose 1-dehydrogenase activity [GO:0047834]; methylglyoxal catabolic process [GO:0051596]","COG0667","COG0667","","NA"
"2984","BT_2680",NA,NA,"Q8A4C3","hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate catabolic process [GO:0016052]","COG3250",NA,NA,NA
"2985","BT_2681",NA,NA,"Q8A4C2","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; acyltransferase activity [GO:0016746]; alginic acid biosynthetic process [GO:0042121]","COG1696",NA,NA,NA
"2986","BT_2682",NA,NA,"Q8A4C1","lysophospholipase activity [GO:0004622]","COG2755","COG2755","","NA"
"2987","BT_2683",NA,NA,"Q8A4C0","integral component of membrane [GO:0016021]","COG2755",NA,NA,NA
"2988","BT_2684",NA,NA,"Q8A4B9",NA,NA,NA,NA,NA
"2989","BT_2685",NA,NA,"Q8A4B8",NA,"COG0347",NA,NA,NA
"2990","BT_2686",NA,NA,"Q8A4B7","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; xenobiotic transmembrane transporter activity [GO:0042910]","COG0841",NA,NA,NA
"2991","BT_2687",NA,NA,"Q8A4B6","cell envelope [GO:0030313]; membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]","COG0845",NA,NA,NA
"2992","BT_2688",NA,NA,"Q8A4B5","efflux pump complex [GO:1990281]; efflux transmembrane transporter activity [GO:0015562]; porin activity [GO:0015288]","COG1538",NA,NA,NA
"2993","BT_2689",NA,NA,"Q8A4B4","DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; regulation of transcription, DNA-templated [GO:0006355]","COG1309",NA,NA,NA
"2994","BT_2690","","(GenBank) histidine ammonia-lyase","Q8A4B3","cytoplasm [GO:0005737]; ammonia-lyase activity [GO:0016841]; histidine ammonia-lyase activity [GO:0004397]; histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]","COG2986",NA,NA,"Histidine metabolism, Metabolic pathways"
"2995","BT_2691","","(GenBank) methenyltetrahydrofolate cyclohydrolase","Q8A4B2","hydrolase activity [GO:0016787]","COG3404",NA,NA,"Biosynthesis of cofactors, Metabolic pathways, Carbon metabolism, One carbon pool by folate"
"2996","BT_2692","","(GenBank) imidazolonepropionase","Q8A4B1","cytoplasm [GO:0005737]; imidazolonepropionase activity [GO:0050480]; iron ion binding [GO:0005506]; zinc ion binding [GO:0008270]; histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]","COG1228","COG1228","","Metabolic pathways, Histidine metabolism"
"2997","BT_2693","","(GenBank) formiminotransferase-cyclodeaminase","Q8A4B0","cytoplasm [GO:0005737]; folic acid binding [GO:0005542]; glutamate formimidoyltransferase activity [GO:0030409]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]; tetrahydrofolate interconversion [GO:0035999]","COG3643",NA,NA,"Metabolic pathways, Histidine metabolism, One carbon pool by folate"
"2998","BT_2694","","(GenBank) putative urocanate hydratase","Q8A4A9","cytoplasm [GO:0005737]; urocanate hydratase activity [GO:0016153]; histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]","COG2987",NA,NA,"Metabolic pathways, Histidine metabolism"
"2999","BT_2695",NA,NA,"Q8A4A8",NA,"ENOG502ZN0W",NA,NA,NA
"3000","BT_2696",NA,NA,"Q8A4A7","integral component of membrane [GO:0016021]",NA,NA,NA,NA
"3001","BT_2697",NA,NA,"Q8A4A6","cytosol [GO:0005829]; integral component of membrane [GO:0016021]; mismatch repair complex [GO:0032300]; ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]","COG0249",NA,NA,NA
"3002","BT_2698",NA,NA,"Q8A4A5","integral component of membrane [GO:0016021]","ENOG50335ET",NA,NA,NA
"3003","BT_2699",NA,NA,"Q8A4A4",NA,"ENOG5032CJ2",NA,NA,NA
"3004","BT_2700","","(GenBank) 50S ribosomal protein L17","Q8A4A3","cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0203",NA,NA,"Ribosome"
"3005","BT_2701","","(GenBank) DNA-directed RNA polymerase alpha chain","Q8A4A2","cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]; transcription, DNA-templated [GO:0006351]","COG0202",NA,NA,"RNA polymerase"
"3006","BT_2702","","(GenBank) 30S ribosomal protein S4","Q8A4A1","small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; positive regulation of translational fidelity [GO:0045903]; translation [GO:0006412]","COG0522","COG0522","Ribosome 30S subunit","Ribosome"
"3007","BT_2703","","(GenBank) 30S ribosomal protein S11","Q8A4A0","cytosolic small ribosomal subunit [GO:0022627]; mRNA 5'-UTR binding [GO:0048027]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]","COG0100",NA,NA,"Ribosome"
"3008","BT_2704","","(GenBank) 30S ribosomal protein S13","Q8A499","cytosol [GO:0005829]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]","COG0099",NA,NA,"Ribosome"
"3009","BT_2705",NA,NA,"Q8A498","cytosol [GO:0005829]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; translation initiation factor activity [GO:0003743]","COG0361",NA,NA,NA
"3010","BT_2706",NA,NA,"Q8A497","metalloaminopeptidase activity [GO:0070006]; transition metal ion binding [GO:0046914]; protein initiator methionine removal [GO:0070084]","COG0024","COG0024","","NA"
"3011","BT_2707","","(GenBank) preprotein translocase SecY subunit","Q8A496","cell envelope Sec protein transport complex [GO:0031522]; integral component of plasma membrane [GO:0005887]; protein transmembrane transporter activity [GO:0008320]; signal sequence binding [GO:0005048]; protein transport by the Sec complex [GO:0043952]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]","COG0201",NA,NA,"Quorum sensing, Protein export, Bacterial secretion system"
"3012","BT_2708","","(GenBank) 50S ribosomal protein L15","Q8A495","cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0200",NA,NA,"Ribosome"
"3013","BT_2709","","(GenBank) 50S ribosomal protein L30","Q8A494","cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG1841","COG1841","Ribosome 50S subunit","Ribosome"
"3014","BT_2710","","(GenBank) 30S ribosomal protein S5","Q8A493","cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0098",NA,NA,"Ribosome"
"3015","BT_2711","","(GenBank) 50S ribosomal protein L18","Q8A492","cytosolic large ribosomal subunit [GO:0022625]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0256",NA,NA,"Ribosome"
"3016","BT_2712","","(GenBank) 50S ribosomal protein L6","Q8A491","cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]","COG0097",NA,NA,"Ribosome"
"3017","BT_2713","","(GenBank) 30S ribosomal protein S8","Q8A490","cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0096",NA,NA,"Ribosome"
"3018","BT_2714","","(GenBank) chloroplast-like 30S ribosomal protein S14","Q8A489","small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0199",NA,NA,"Ribosome"
"3019","BT_2715","","(GenBank) 50S ribosomal protein L5","Q8A488","cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]","COG0094",NA,NA,"Ribosome"
"3020","BT_2716","","(GenBank) 50S ribosomal protein L24","Q8A487","cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0198",NA,NA,"Ribosome"
"3021","BT_2717","","(GenBank) 50S ribosomal protein L14","Q8A486","cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0093",NA,NA,"Ribosome"
"3022","BT_2718","","(GenBank) 30S ribosomal protein S17","Q8A485","cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0186",NA,NA,"Ribosome"
"3023","BT_2719","","(GenBank) 50S ribosomal protein L29","Q8A484","cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0255",NA,NA,"Ribosome"
"3024","BT_2720","","(GenBank) 50S ribosomal protein L16","Q8A483","cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]","COG0197",NA,NA,"Ribosome"
"3025","BT_2721","","(GenBank) 30S ribosomal protein S3","Q8A482","cytosolic small ribosomal subunit [GO:0022627]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0092",NA,NA,"Ribosome"
"3026","BT_2722","","(GenBank) 50S ribosomal protein L22","Q8A481","cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; ribosome assembly [GO:0042255]; translation [GO:0006412]","COG0091",NA,NA,"Ribosome"
"3027","BT_2723","","(GenBank) 30S ribosomal protein S19","Q8A480","cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]","COG0185",NA,NA,"Ribosome"
"3028","BT_2724","","(GenBank) 50S ribosomal protein L2","Q8A479","cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]; cytoplasmic translation [GO:0002181]","COG0090",NA,NA,"Ribosome"
"3029","BT_2725","","(GenBank) 50S ribosomal protein L23","Q8A478","cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]","COG0089",NA,NA,"Ribosome"
"3030","BT_2726","","(GenBank) 50S ribosomal protein L4","Q8A477","ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0088",NA,NA,"Ribosome"
"3031","BT_2727","","(GenBank) 50S ribosomal protein L3","Q8A476","cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0087",NA,NA,"Ribosome"
"3032","BT_2728","","(GenBank) 30S ribosomal protein S10","Q8A475","small ribosomal subunit [GO:0015935]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]","COG0051","COG0051","Ribosome 30S subunit","Ribosome"
"3033","BT_2729",NA,NA,"Q8A474","cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; ribosome disassembly [GO:0032790]","COG0480","COG0480","Translation factors","NA"
"3034","BT_2730","","(GenBank) 30S ribosomal protein S7","Q8A473","cytosolic small ribosomal subunit [GO:0022627]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]","COG0049","COG0049","Ribosome 30S subunit","Ribosome"
"3035","BT_2731","","(GenBank) 30S ribosomal protein S12","Q8A472","ribosome [GO:0005840]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]","COG0048","COG0048","Ribosome 30S subunit","Ribosome"
"3036","BT_2732",NA,NA,"Q8A471",NA,"COG4191",NA,NA,NA
"3037","BT_2733","","(GenBank) DNA-directed RNA polymerase beta' chain","Q8A470","DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270]; transcription, DNA-templated [GO:0006351]","COG0086","COG0086","Pyridoxal phosphate biosynthesis","RNA polymerase"
"3038","BT_2734","","(GenBank) DNA-directed RNA polymerase beta chain","Q8A469","DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549]; transcription, DNA-templated [GO:0006351]","COG0085","COG0085","RNA polymerase","RNA polymerase"
"3039","BT_2735","","(GenBank) 50S ribosomal protein L7/L12","Q8A468","cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0222",NA,NA,"Ribosome"
"3040","BT_2736","","(GenBank) ribosomal protein L10","Q8A467","cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0244",NA,NA,"Ribosome"
"3041","BT_2737","","(GenBank) 50S ribosomal protein L1","Q8A466","cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; maturation of LSU-rRNA [GO:0000470]; regulation of translation [GO:0006417]; translation [GO:0006412]","COG0081","COG0081","Ribosome 50S subunit","Ribosome"
"3042","BT_2738","","(GenBank) 50S ribosomal protein L11","Q8A465","cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0080","COG0080","Ribosome 50S subunit","Ribosome"
"3043","BT_2739",NA,NA,"Q8A464","cytosol [GO:0005829]; DNA-templated transcription, elongation [GO:0006354]; DNA-templated transcription, termination [GO:0006353]; regulation of DNA-templated transcription, elongation [GO:0032784]; transcription antitermination [GO:0031564]","COG0250",NA,NA,NA
"3044","BT_2740",NA,NA,"Q8A463","cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; translational elongation [GO:0006414]","COG0050","COG0050","Translation factors","NA"
"3045","BT_2741",NA,NA,"Q8A462","cytosolic small ribosomal subunit [GO:0022627]; ribosomal small subunit binding [GO:0043024]; ribosome binding [GO:0043022]; negative regulation of translational elongation [GO:0045900]; primary metabolic process [GO:0044238]","COG1544",NA,NA,NA
"3046","BT_2742",NA,NA,"Q8A461","cytoplasm [GO:0005737]; DNA binding [GO:0003677]; tyrosine-based site-specific recombinase activity [GO:0009037]; cell cycle [GO:0007049]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; transposition, DNA-mediated [GO:0006313]","COG4974",NA,NA,NA
"3047","BT_2742a",NA,NA,"E7MCA7","ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]","COG0828",NA,NA,NA
"3048","BT_2743",NA,NA,"Q8A460","metalloaminopeptidase activity [GO:0070006]","COG0006","COG0006","","NA"
"3049","BT_2744",NA,NA,"Q8A459","transferase activity [GO:0016740]","COG0663","COG0663","","NA"
"3050","BT_2745",NA,NA,"Q8A458","oxidoreductase activity [GO:0016491]","COG0526","COG1225","","NA"
"3051","BT_2746",NA,NA,"Q8A457",NA,"COG0526","COG0526","","NA"
"3052","BT_2747","","(GenBank) 3-deoxy-D-manno-octulosonic-acid transferase","Q8A456","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; Kdo transferase activity [GO:0043842]; transferase activity [GO:0016740]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide core region biosynthetic process [GO:0009244]","COG1519",NA,NA,"Metabolic pathways, Lipopolysaccharide biosynthesis"
"3053","BT_2748","","(GenBank) glutamyl-tRNA synthetase","Q8A455","cytosol [GO:0005829]; ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; glutamyl-tRNA aminoacylation [GO:0006424]","COG0008","COG0008","Heme biosynthesis","Microbial metabolism in diverse environments, Aminoacyl-tRNA biosynthesis, Biosynthesis of cofactors, Biosynthesis of secondary metabolites, Metabolic pathways, Porphyrin metabolism"
"3054","BT_2749",NA,NA,"Q8A454","integral component of membrane [GO:0016021]; hydrolase activity [GO:0016787]","COG1480","COG1480","","NA"
"3055","BT_2750","","(GenBank) putative protein-tyrosine-phosphatase","Q8A453","protein tyrosine phosphatase activity [GO:0004725]","COG0394",NA,NA,"Two-component system"
"3056","BT_2751",NA,NA,"Q8A452",NA,"COG3934",NA,NA,NA
"3057","BT_2752","","(GenBank) primosomal protein N' (replication factor Y)","Q8A451","primosome complex [GO:1990077]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; hydrolase activity [GO:0016787]; zinc ion binding [GO:0008270]; DNA recombination [GO:0006310]; DNA replication initiation [GO:0006270]; DNA replication, synthesis of RNA primer [GO:0006269]; DNA unwinding involved in DNA replication [GO:0006268]; double-strand break repair [GO:0006302]","COG1198","COG1198","","Homologous recombination, Homologous recombination"
"3058","BT_2753",NA,NA,"Q8A450","integral component of membrane [GO:0016021]","COG3637",NA,NA,NA
"3059","BT_2754",NA,NA,"Q8A449",NA,"COG0457",NA,NA,NA
"3060","BT_2755","","(GenBank) aspartate ammonia-lyase","Q8A448","cytosol [GO:0005829]; aspartate ammonia-lyase activity [GO:0008797]; aspartate metabolic process [GO:0006531]; tricarboxylic acid cycle [GO:0006099]","COG1027","COG1027","","Metabolic pathways, Alanine, aspartate and glutamate metabolism"
"3061","BT_2756",NA,NA,"Q8A447","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; C4-dicarboxylate transmembrane transporter activity [GO:0015556]","COG2704",NA,NA,NA
"3062","BT_2757","","(GenBank) L-asparaginase II precursor","Q8A446","periplasmic space [GO:0042597]; asparaginase activity [GO:0004067]; asparagine catabolic process [GO:0006530]","COG0252",NA,NA,"Metabolic pathways, Biosynthesis of secondary metabolites, Alanine, aspartate and glutamate metabolism, Cyanoamino acid metabolism"
"3063","BT_2758",NA,NA,"Q8A445",NA,"COG3637",NA,NA,NA
"3064","BT_2759",NA,NA,"Q8A444",NA,"ENOG5032RN1",NA,NA,NA
"3065","BT_2760","","(GenBank) putative Cobalamin adenosyltransferase","Q8A443","ATP binding [GO:0005524]; cob(I)yrinic acid a,c-diamide adenosyltransferase activity [GO:0008817]; cobalamin biosynthetic process [GO:0009236]","COG2096","COG2096","Cobalamine/B12 biosynthesis","Porphyrin metabolism, Metabolic pathways, Biosynthesis of cofactors"
"3066","BT_2761",NA,NA,"Q8A442",NA,"COG4122",NA,NA,NA
"3067","BT_2762",NA,NA,"Q8A441","integral component of membrane [GO:0016021]; outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane protein complex [GO:0098797]; energy transducer activity [GO:0031992]; siderophore transmembrane transporter activity [GO:0015343]; protein transport [GO:0015031]","COG0810","COG0810","","NA"
"3068","BT_2763",NA,NA,"Q877Q9","DNA binding [GO:0003677]; transposase activity [GO:0004803]; transposition, DNA-mediated [GO:0006313]","COG3328",NA,NA,NA
"3069","BT_2764",NA,NA,"Q8A440",NA,NA,NA,NA,NA
"3070","BT_2765",NA,NA,"Q8A439",NA,NA,NA,NA,NA
"3071","BT_2766",NA,NA,"Q8A438",NA,NA,NA,NA,NA
"3072","BT_2767",NA,NA,"Q8A437",NA,NA,NA,NA,NA
"3073","BT_2768",NA,NA,"Q8A436",NA,"ENOG50335TG",NA,NA,NA
"3074","BT_2769",NA,NA,"Q8A435","integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]","COG0515","COG0515","","NA"
"3075","BT_2769",NA,NA,"Q8A435","integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]","COG3209","COG0515","","NA"
"3076","BT_2770",NA,NA,"Q8A434","integral component of membrane [GO:0016021]","COG1716",NA,NA,NA
"3077","BT_2771",NA,NA,"Q8A433","integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]","COG0515","COG0515","","NA"
"3078","BT_2771",NA,NA,"Q8A433","integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]","COG1716","COG0515","","NA"
"3079","BT_2772",NA,NA,"Q8A432","integral component of membrane [GO:0016021]; protein serine/threonine phosphatase activity [GO:0004722]; protein dephosphorylation [GO:0006470]","COG0631","COG0631","","NA"
"3080","BT_2773",NA,NA,"Q8A431",NA,"COG1716",NA,NA,NA
